pfplus BF,trick BF thread,trick MF2 thread,trick MF3 thread,trick MF4 thread,trick MF5 thread,trick thread
0.0037224901383975427,0.0,1.9280725342952323e-30,2.2851871262556977e-46,1.0533273092721802e-62,3.35004758759137e-79,5.839173252189136e-14
2.6057430968782802e-9,0.0,3.307128666778867e-24,4.037333882155879e-40,4.4365213363479004e-57,7.053703040053477e-73,1.2057192811746858e-8
9.38067514876181e-14,0.0,4.0620609059902267e-19,1.1878159796966721e-35,1.326772210911141e-51,1.2306761807689063e-67,0.0026990691489371093
9.286868397274193e-18,0.0,1.4744503921424958e-15,3.583103243415196e-31,3.1016198058858195e-47,7.927478112555568e-64,1.0
8.451050241519516e-24,0.0,1.6479183157180572e-8,5.129995322705119e-25,9.864073650973453e-42,2.211130830360775e-57,1.0000025
6.125501867835994e-27,0.0,1.6597348621938074e-5,2.3575677478760054e-21,5.495732475071933e-38,5.811186436737984e-54,1.9374628749999991
5.512951681052395e-32,0.0,5.249752499999994,1.5382540797993061e-16,1.1666587538848901e-32,9.112837138450047e-49,2.5624381249999986
3.3258966363574974e-35,0.0,2.041625416666666,2.608591371191257e-13,1.7213724031336104e-29,1.695111492137471e-46,2.302031770833332
6.319203609079245e-39,0.0,1.2272469669239965,4.552501779032241e-8,3.3418526512353805e-25,2.9343644329214865e-41,1.0186230815431991
2.9011958891495004e-39,0.0,3.2938779548757116,1.1296751631885014e-7,1.6162963163288905e-24,1.0721663801201572e-40,1.2036875892072818
3.1640743130385854e-42,0.0,1.2450730432671164,0.0005083649026115645,1.986365033709926e-20,3.2776459480819184e-37,1.4044817558112705
2.965008146389671e-45,0.0,2.8493703359939992,0.5119779856584784,1.5202270242952803e-17,2.0058068802903326e-33,9.351152578124992
3.2356804323388698e-46,0.0,2.237136755541796,4.465857000048014,8.7286877750117e-16,5.407873699019654e-32,2.2393947725611296
8.422026893409531e-49,0.0,1.9501815313894764,3.1057271982553165,7.964488321856336e-13,5.450562120827575e-29,2.3729633314554293
7.200832993865149e-53,0.0,1.5118000888862224,3.3978164962795865,2.0228874026788914e-8,2.29678576625628e-24,1.6955572249053705
1.7815764928312834e-55,0.0,4.252196413948147,2.3263532753180725,2.2810914785955147e-5,2.301929794209211e-21,3.2601683153074936
8.017094217740775e-61,0.0,1.4775437493813912,1.941737084291431,3.928767865591833,1.4745047289479802e-15,3.5878860106736927
3.314765181132611e-61,0.0,5.387707044099808,1.7811906974393608,4.4887599606312145,1.1573447329669877e-14,3.623414177016803
