pfplus BF,trick BF thread,trick MF2 thread,trick MF3 thread,trick MF4 thread,trick MF5 thread,trick thread
0.00037934697104129454,0.0,4.169883990537499e-29,3.9358082388159285e-45,7.645281691236296e-62,1.4015319805442311e-77,1.2877707402835356e-12
1.7070613696858254e-8,0.0,1.9580099874695503e-24,8.444784763211244e-41,3.035576988932686e-57,2.4617489807485363e-73,1.3214235594638524e-8
3.157189529302916e-10,0.0,9.4861633809853e-23,9.742461117875575e-39,1.9028266616320344e-55,6.14499553326881e-71,1.2584685902857395e-6
8.524411729117874e-14,0.0,4.1201454217808693e-19,2.282528000218198e-35,1.8546888792161165e-51,1.5048314759726133e-67,0.006370880681819142
8.439167611826696e-20,0.0,9.572508151940597e-13,2.3130631068270798e-29,3.01170389952102e-45,1.832697920520785e-61,NaN
1.1869181060059197e-23,0.0,1.1067522809952484e-8,6.565798635086847e-25,3.6736508795338133e-41,1.4679206987749286e-57,1.9527063802953635
6.814201166141746e-24,0.0,4.782996318082968e-8,2.5104055893538836e-24,1.406090281073372e-40,1.1455470417956418e-56,NaN
7.018421413613622e-27,0.0,0.00014868969129553554,3.185884177542763e-21,2.7085113898148908e-37,4.0550601996295064e-54,2.7175589062499985
2.8437125673611887e-31,0.0,2.729695542043741,1.0286180225991581e-15,3.682878885589823e-32,8.263028602487141e-49,1.7807085937499993
4.862748490187633e-35,0.0,1.137178770994832,5.042507188890225e-12,4.369227818924446e-28,6.043598557829478e-45,4.987190318080353
6.896717977201936e-38,0.0,1.3603532379257794,7.244572361401011e-9,8.28553294838989e-25,6.159625992952665e-41,1.0999428474369604
1.2414092358963485e-43,0.0,3.9553309353298567,0.01885356857431485,6.425114124099e-19,5.246326982908539e-35,1.466056854384008
2.793170780766784e-46,0.0,22.81161210937498,15.980411914062485,8.686503368940968e-16,4.2212151894606424e-32,1.2805357119908782
1.3540975814345632e-48,0.0,1.8170770065023285,3.572721763392853,2.8378187309752973e-13,4.9826493135918756e-29,1.173490798611111
1.2233626558803536e-48,0.0,1.978929792770067,2.7528411677549856,2.9037014943320452e-12,1.3448199033803723e-28,4.5753340670014335
5.506295106779743e-49,0.0,1.807484286487512,1.9740368141465885,1.71710836443819e-11,7.431634582507283e-28,1.6126359268154067
2.477832798050884e-54,0.0,6.449814215836796,2.7045618261778346,1.3292770892573445e-5,4.420893424382146e-22,1.6977467410137983
2.2300495182457958e-58,0.0,2.6384944785086475,4.619041095833795,0.3568212641128626,2.183357268174814e-17,1.6675243182759396
